x2,w2,x3,w3,x4,w4,x5,w5,x6,w6
111,2.4193528045798653,111,2.3870786762437946,111,2.355672092934741,111,2.325102284766447,111,2.29533870785585
112,2.4193709786013766,112,2.3870966364369117,112,2.35568985582147,112,2.325119849888301,112,2.29535606562722
113,2.419389150430844,113,2.3871145944818317,113,2.355707616575069,113,2.3251374128899442,113,2.2953734213149066
114,2.4194073200684545,114,2.387132550378713,114,2.3557253751956946,114,2.325154973771541,114,2.295390774919059
115,2.41942548751439,115,2.3871505041277157,115,2.355743131683504,115,2.3251725325332573,115,2.2954081264398276
116,2.4194436527688374,116,2.387168455728998,116,2.355760886038658,116,2.325190089175258,116,2.295425475877361
117,2.419461815831981,117,2.3871864051827187,117,2.3557786382613117,117,2.3252076436977065,117,2.29544282323181
118,2.4194799767040065,118,2.3872043524890376,118,2.355796388351624,118,2.3252251961007704,118,2.295460168503324
119,2.419498135385098,119,2.387222297648113,119,2.3558141363097533,119,2.325242746384615,119,2.295477511692053
120,2.41951629187544,120,2.387240240660104,120,2.3558318821358566,120,2.325260294549403,120,2.295494852798146
121,2.4195344461752186,121,2.3872581815251697,121,2.3558496258300927,121,2.325277840595303,121,2.2955121918217536
122,2.4195525982846178,122,2.3872761202434702,122,2.3558673673926203,122,2.3252953845224775,122,2.2955295287630246
123,2.4195707482038245,123,2.3872940568151617,123,2.3558851068235946,123,2.325312926331094,123,2.2955468636221097
124,2.4195888959330203,124,2.3873119912404057,124,2.355902844123176,124,2.3253304660213163,124,2.295564196399157
125,2.4196070414723914,125,2.3873299235193612,125,2.3559205792915225,125,2.3253480035933096,125,2.295581527094318
126,2.4196251848221246,126,2.387347853652185,126,2.35593831232879,126,2.3253655390472403,126,2.295598855707741
127,2.4196433259824035,127,2.3873657816390392,127,2.355956043235138,127,2.3253830723832727,127,2.295616182239577
128,2.4196614649534123,128,2.3873837074800797,128,2.3559737720107257,128,2.3254006036015715,128,2.295633506689975
129,2.419679601735337,129,2.387401631175467,129,2.355991498655708,129,2.325418132702303,129,2.2956508290590842
130,2.4196977363283616,130,2.3874195527253605,130,2.356009223170245,130,2.325435659685633,130,2.295668149347055
131,2.419715868732672,131,2.387437472129918,131,2.3560269455544938,131,2.3254531845517254,131,2.295685467554037
132,2.419733998948452,132,2.3874553893892996,132,2.3560446658086125,132,2.325470707300746,132,2.2957027836801798
133,2.419752126975888,133,2.387473304503664,133,2.35606238393276,133,2.3254882279328606,133,2.2957200977256336
134,2.4197702528151637,134,2.3874912174731695,134,2.3560800999270923,134,2.3255057464482327,134,2.2957374096905476
135,2.4197883764664647,135,2.3875091282979755,135,2.3560978137917687,135,2.32552326284703,135,2.2957547195750716
136,2.4198064979299754,136,2.3875270369782418,136,2.356115525526947,136,2.3255407771294156,136,2.2957720273793547
137,2.4198246172058813,137,2.387544943514127,137,2.356133235132785,137,2.3255582892955555,137,2.295789333103548
138,2.4198427342943667,138,2.387562847905789,138,2.356150942609441,138,2.3255757993456156,138,2.2958066367477996
139,2.4198608491956173,139,2.387580750153388,139,2.3561686479570723,139,2.3255933072797603,139,2.29582393831226
140,2.419878961909817,140,2.387598650257082,140,2.356186351175837,140,2.3256108130981565,140,2.2958412377970796
141,2.4198970724371525,141,2.387616548217031,141,2.3562040522658934,141,2.3256283168009664,141,2.2958585352024072
142,2.419915180777806,142,2.387634444033394,142,2.3562217512273995,142,2.3256458183883577,142,2.2958758305283924
143,2.4199332869319647,143,2.3876523377063283,143,2.356239448060513,143,2.3256633178604953,143,2.2958931237751856
144,2.419951390899813,144,2.387670229235995,144,2.356257142765392,144,2.3256808152175434,144,2.295910414942936
145,2.4199694926815356,145,2.3876881186225525,145,2.356274835342194,145,2.325698310459669,145,2.2959277040317936
146,2.4199875922773173,146,2.3877060058661588,146,2.3562925257910776,146,2.325715803587036,146,2.295944991041907
147,2.4200056896873434,147,2.3877238909669747,147,2.3563102141122,147,2.325733294599809,147,2.2959622759734284
148,2.420023784911798,148,2.3877417739251565,148,2.356327900305721,148,2.325750783498155,148,2.295979558826505
149,2.4200418779508674,149,2.387759654740866,149,2.356345584371796,149,2.325768270282238,149,2.2959968396012873
150,2.4200599688047353,150,2.387777533414261,150,2.3563632663105833,150,2.3257857549522245,150,2.2960141182979257
151,2.4200780574735874,151,2.3877954099455003,151,2.3563809461222425,151,2.3258032375082784,151,2.296031394916569
152,2.420096143957608,152,2.387813284334743,152,2.356398623806931,152,2.325820717950566,152,2.2960486694573676
153,2.4201142282569825,153,2.387831156582149,153,2.356416299364806,153,2.325838196279251,153,2.296065941920471
154,2.4201323103718955,154,2.3878490266878756,154,2.356433972796026,154,2.325855672494501,154,2.296083212306029
155,2.4201503903025325,155,2.3878668946520825,155,2.356451644100749,155,2.325873146596479,155,2.29610048061419
156,2.420168468049077,156,2.387884760474929,156,2.3564693132791334,156,2.3258906185853516,156,2.2961177468451055
157,2.4201865436117154,157,2.387902624156574,157,2.3564869803313355,157,2.325908088461284,157,2.296135010998924
158,2.4202046169906324,158,2.387920485697176,158,2.3565046452575147,158,2.3259255562244414,158,2.296152273075797
159,2.420222688186014,159,2.387938345096896,159,2.356522308057828,159,2.325943021874988,159,2.296169533075872
160,2.420240757198042,160,2.3879562023558907,160,2.356539968732435,160,2.325960485413091,160,2.2961867909993
161,2.4202588240269045,161,2.387974057474319,161,2.3565576272814917,161,2.3259779468389126,161,2.296204046846229
162,2.420276888672784,162,2.387991910452341,162,2.356575283705157,162,2.325995406152621,162,2.296221300616812
163,2.4202949511358667,163,2.3880097612901157,163,2.356592938003589,163,2.3260128633543804,163,2.296238552311196
164,2.4203130114163374,164,2.3880276099878017,164,2.356610590176945,164,2.3260303184443574,164,2.2962558019295307
165,2.420331069514382,165,2.388045456545558,165,2.3566282402253838,165,2.326047771422714,165,2.296273049471968
166,2.420349125430183,166,2.388063300963544,166,2.356645888149063,166,2.3260652222896177,166,2.2962902949386543
167,2.4203671791639274,167,2.3880811432419176,167,2.3566635339481397,167,2.3260826710452336,167,2.2963075383297427
168,2.420385230715799,168,2.3880989833808393,168,2.3566811776227734,168,2.3261001176897267,168,2.2963247796453805
169,2.420403280085983,169,2.388116821380467,169,2.356698819173121,169,2.326117562223263,169,2.2963420188857193
170,2.4204213272746653,170,2.3881346572409603,170,2.356716458599341,170,2.3261350046460065,170,2.2963592560509065
171,2.420439372282029,171,2.388152490962478,171,2.35673409590159,171,2.326152444958123,171,2.296376491141094
172,2.420457415108262,172,2.388170322545179,172,2.3567517310800277,172,2.326169883159778,172,2.296393724156431
173,2.4204754557535457,173,2.388188151989222,173,2.356769364134811,173,2.3261873192511366,173,2.2964109550970657
174,2.420493494218067,174,2.3882059792947667,174,2.3567869950660993,174,2.3262047532323633,174,2.2964281839631497
175,2.42051153050201,175,2.388223804461971,175,2.3568046238740488,175,2.326222185103624,175,2.296445410754831
176,2.420529564605561,176,2.388241627490995,176,2.3568222505588183,176,2.3262396148650852,176,2.296462635472261
177,2.420547596528903,177,2.388259448381998,177,2.3568398751205653,177,2.32625704251691,177,2.296479858115588
178,2.420565626272223,178,2.3882772671351375,178,2.3568574975594476,178,2.3262744680592644,178,2.296497078684963
179,2.420583653835704,179,2.3882950837505734,179,2.3568751178756244,179,2.326291891492314,179,2.2965142971805355
180,2.420601679219532,180,2.3883128982284645,180,2.3568927360692524,180,2.3263093128162238,180,2.2965315136024538
181,2.4206197024238922,181,2.38833071056897,181,2.3569103521404893,181,2.32632673203116,181,2.2965487279508685
182,2.4206377234489684,182,2.3883485207722486,182,2.356927966089495,182,2.3263441491372867,182,2.29656594022593
183,2.420655742294947,183,2.388366328838459,183,2.356945577916425,183,2.3263615641347695,183,2.2965831504277867
184,2.4206737589620104,184,2.3883841347677617,184,2.3569631876214387,184,2.326378977023773,184,2.2966003585565895
185,2.420691773450347,185,2.388401938560314,185,2.356980795204694,185,2.326396387804463,185,2.296617564612488
186,2.420709785760139,186,2.388419740216276,186,2.3569984006663485,186,2.326413796477005,186,2.2966347685956303
187,2.4207277958915734,187,2.3884375397358055,187,2.3570160040065598,187,2.326431203041565,187,2.296651970506168
188,2.420745803844832,188,2.3884553371190624,188,2.3570336052254874,188,2.3264486074983064,188,2.2966691703442503
189,2.4207638096201034,189,2.3884731323662063,189,2.357051204323288,189,2.3264660098473953,189,2.2966863681100262
190,2.42078181321757,190,2.388490925477394,190,2.357068801300119,190,2.3264834100889975,190,2.2967035638036464
191,2.420799814637418,191,2.3885087164527863,191,2.3570863961561392,191,2.326500808223277,191,2.2967207574252595
192,2.4208178138798324,192,2.3885265052925426,192,2.3571039888915073,192,2.3265182042504007,192,2.2967379489750166
193,2.420835810944997,193,2.3885442919968196,193,2.357121579506379,193,2.3265355981705325,193,2.2967551384530656
194,2.4208538058330973,194,2.3885620765657793,194,2.3571391680009137,194,2.326552989983837,194,2.2967723258595583
195,2.4208717985443187,195,2.388579858999578,195,2.3571567543752705,195,2.326570379690483,195,2.2967895111946426
196,2.4208897890788452,196,2.3885976392983763,196,2.3571743386296053,196,2.3265877672906314,196,2.296806694458469
197,2.420907777436862,197,2.388615417462333,197,2.3571919207640772,197,2.3266051527844507,197,2.296823875651188
198,2.4209257636185555,198,2.388633193491606,198,2.357209500778844,198,2.3266225361721036,198,2.2968410547729476
199,2.4209437476241082,199,2.388650967386356,199,2.357227078674063,199,2.3266399174537575,199,2.2968582318238986
200,2.420961729453707,200,2.3886687391467407,200,2.357244654449892,200,2.326657296629576,200,2.29687540680419
201,2.420979709107536,201,2.3886865087729197,201,2.3572622281064906,201,2.326674673699726,201,2.2968925797139725
202,2.4209976865857787,202,2.388704276265051,202,2.357279799644015,202,2.326692048664371,202,2.2969097505533953
203,2.421015661888623,203,2.388722041623296,203,2.3572973690626244,203,2.326709421523677,203,2.296926919322608
204,2.4210336350162525,204,2.388739804847811,204,2.357314936362476,204,2.32672679227781,204,2.29694408602176
205,2.4210516059688514,205,2.3887575659387554,205,2.3573325015437274,205,2.326744160926934,205,2.296961250651002
206,2.4210695747466056,206,2.3887753248962893,206,2.3573500646065386,206,2.326761527471215,206,2.2969784132104833
207,2.4210875413496993,207,2.3887930817205723,207,2.357367625551065,207,2.326778891910819,207,2.296995573700353
208,2.4211055057783173,208,2.3888108364117615,208,2.3573851843774656,208,2.32679625424591,208,2.2970127321207614
209,2.421123468032646,209,2.388828588970016,209,2.3574027410858993,209,2.326813614476653,209,2.297029888471857
210,2.4211414281128687,210,2.388846339395497,210,2.3574202956765222,210,2.326830972603214,210,2.2970470427537917
211,2.421159386019171,211,2.388864087688362,211,2.3574378481494924,211,2.326848328625758,211,2.297064194966713
212,2.4211773417517377,212,2.3888818338487683,212,2.35745539850497,212,2.326865682544451,212,2.2970813451107728
213,2.4211952953107527,213,2.388899577876878,213,2.3574729467431115,213,2.326883034359456,213,2.297098493186119
214,2.421213246696403,214,2.3889173197728484,214,2.3574904928640743,214,2.326900384070942,214,2.2971156391929015
215,2.4212311959088737,215,2.3889350595368386,215,2.357508036868017,215,2.326917731679071,215,2.297132783131272
216,2.421249142948347,216,2.3889527971690083,216,2.3575255787550975,216,2.326935077184009,216,2.2971499250013783
217,2.42126708781501,217,2.3889705326695148,217,2.357543118525474,217,2.326952420585923,217,2.2971670648033693
218,2.421285030509048,218,2.388988266038519,218,2.3575606561793045,218,2.3269697618849756,218,2.2971842025373967
219,2.4213029710306433,219,2.3890059972761795,219,2.357578191716746,219,2.3269871010813334,219,2.2972013382036085
220,2.4213209093799826,220,2.389023726382655,220,2.357595725137958,220,2.3270044381751624,220,2.2972184718021564
221,2.421338845557251,221,2.3890414533581037,221,2.3576132564430967,221,2.327021773166627,221,2.2972356033331884
222,2.421356779562633,222,2.389059178202686,222,2.3576307856323213,222,2.3270391060558917,222,2.297252732796854
223,2.421374711396314,223,2.38907690091656,223,2.357648312705789,223,2.327056436843123,223,2.2972698601933055
224,2.421392641058479,224,2.3890946214998845,224,2.357665837663659,224,2.3270737655284846,224,2.2972869855226903
225,2.4214105685493124,225,2.3891123399528187,225,2.3576833605060883,225,2.3270910921121444,225,2.297304108785158
226,2.4214284938689987,226,2.3891300562755227,226,2.357700881233234,226,2.3271084165942657,226,2.2973212299808594
227,2.4214464170177235,227,2.389147770468154,227,2.3577183998452553,227,2.327125738975014,227,2.2973383491099435
228,2.4214643379956704,228,2.3891654825308724,228,2.3577359163423104,228,2.3271430592545546,228,2.29735546617256
229,2.421482256803028,229,2.3891831924638365,229,2.3577534307245567,229,2.327160377433053,229,2.297372581168859
230,2.4215001734399766,230,2.389200900267206,230,2.357770942992151,230,2.3271776935106745,230,2.29738969409899
231,2.4215180879067044,231,2.389218605941138,231,2.357788453145254,231,2.327195007487583,231,2.297406804963103
232,2.4215360002033948,232,2.3892363094857947,232,2.3578059611840207,232,2.3272123193639462,232,2.2974239137613472
233,2.4215539103302337,233,2.3892540109013325,233,2.3578234671086102,233,2.327229629139928,233,2.2974410204938724
234,2.4215718182874046,234,2.3892717101879106,234,2.3578409709191814,234,2.327246936815693,234,2.2974581251608295
235,2.421589724075094,235,2.389289407345689,235,2.357858472615891,235,2.3272642423914074,235,2.2974752277623662
236,2.4216076276934855,236,2.389307102374826,236,2.3578759721988978,236,2.3272815458672365,236,2.2974923282986337
237,2.421625529142765,237,2.389324795275481,237,2.3578934696683596,237,2.3272988472433456,237,2.2975094267697806
238,2.4216434284231174,238,2.389342486047812,238,2.3579109650244336,238,2.3273161465198986,238,2.2975265231759576
239,2.421661325534726,239,2.3893601746919795,239,2.3579284582672786,239,2.3273334436970625,239,2.2975436175173143
240,2.4216792204777784,240,2.389377861208142,240,2.3579459493970516,240,2.3273507387750016,240,2.2975607097939994
241,2.421697113252457,241,2.389395545596458,241,2.357963438413911,241,2.3273680317538807,241,2.2975778000061635
242,2.421715003858949,242,2.3894132278570868,242,2.357980925318017,242,2.327385322633867,242,2.2975948881539567
243,2.4217328922974377,243,2.3894309079901874,243,2.3579984101095235,243,2.3274026114151236,243,2.297611974237527
244,2.421750778568109,244,2.3894485859959187,244,2.358015892788591,244,2.327419898097817,244,2.2976290582570265
245,2.4217686626711465,245,2.38946626187444,245,2.358033373355377,245,2.327437182682112,245,2.2976461402126027
246,2.4217865446067366,246,2.38948393562591,246,2.35805085181004,246,2.327454465168174,246,2.297663220104407
247,2.4218044243750634,247,2.3895016072504873,247,2.3580683281527355,247,2.3274717455561684,247,2.2976802979325877
248,2.4218223019763117,248,2.3895192767483313,248,2.358085802383625,248,2.3274890238462596,248,2.2976973736972957
249,2.4218401774106675,249,2.389536944119601,249,2.358103274502863,249,2.3275063000386136,249,2.2977144473986795
250,2.4218580506783143,250,2.3895546093644557,250,2.3581207445106105,250,2.327523574133396,250,2.29773151903689
251,2.421875921779438,251,2.389572272483054,251,2.358138212407024,251,2.327540846130771,251,2.2977485886120763
252,2.4218937907142233,252,2.3895899334755555,252,2.35815567819226,252,2.3275581160309047,252,2.2977656561243878
253,2.421911657482856,253,2.389607592342118,253,2.358173141866479,253,2.3275753838339623,253,2.2977827215739755
254,2.421929522085518,254,2.3896252490829015,254,2.3581906034298385,254,2.3275926495401085,254,2.2977997849609872
255,2.4219473845223978,255,2.389642903698064,255,2.3582080628824955,255,2.32760991314951,255,2.297816846285574
256,2.421965244793679,256,2.3896605561877657,256,2.3582255202246083,256,2.3276271746623296,256,2.297833905547885
257,2.4219831028995453,257,2.3896782065521647,257,2.3582429754563354,257,2.3276444340787346,257,2.29785096274807
258,2.422000958840183,258,2.3896958547914213,258,2.358260428577833,258,2.3276616913988897,258,2.2978680178862794
259,2.422018812615777,259,2.3897135009056925,259,2.3582778795892607,259,2.3276789466229597,259,2.297885070962662
260,2.4220366642265128,260,2.389731144895139,260,2.358295328490777,260,2.3276961997511103,260,2.2979021219773674
261,2.422054513672573,261,2.389748786759919,261,2.3583127752825384,261,2.327713450783506,261,2.2979191709305464
262,2.4220723609541444,262,2.389766426500191,262,2.3583302199647025,262,2.3277306997203135,262,2.2979362178223477
263,2.4220902060714127,263,2.3897840641161148,263,2.3583476625374287,263,2.327747946561697,263,2.2979532626529213
264,2.4221080490245606,264,2.3898016996078497,264,2.358365103000875,264,2.3277651913078223,264,2.297970305422418
265,2.4221258898137736,265,2.3898193329755535,265,2.3583825413551978,265,2.3277824339588538,265,2.2979873461309848
266,2.4221437284392384,266,2.3898369642193864,266,2.358399977600556,266,2.327799674514957,266,2.298004384778774
267,2.4221615649011388,267,2.389854593339507,267,2.358417411737108,267,2.327816912976298,267,2.298021421365934
268,2.422179399199658,268,2.389872220336074,268,2.358434843765011,268,2.3278341493430417,268,2.2980384558926152
